accepted,arrival_idx,belief_alpha,belief_beta,belief_prob_success,bundle_accepted,chosen_pv_id,context_commodity_value,context_customer_type,context_season,customer_max_wtp,inventory_after,inventory_before,offer_made,offered_price,offered_price_per_unit,pacing_budget,phase,price_level,product_id,quantity,revenue_inc,t,total_offered_price,total_revenue_inc
,1,,,,0,,LOW,RECURRING,HIGH,13076.9,413.0,413.0,0,,0.0,1.1496172581767572,agent,,TEU,2,,22,0.0,0.0
,1,,,,0,,LOW,RECURRING,HIGH,13076.9,413.0,413.0,0,,0.0,1.1496172581767572,agent,,HC,1,,22,0.0,0.0
,0,,,,0,,HIGH,NEW,HIGH,7567.18,413.0,413.0,0,,0.0,1.1512195121951219,agent,,TEU,1,,23,0.0,0.0
,0,,,,0,,HIGH,NEW,HIGH,7567.18,413.0,413.0,0,,0.0,1.1512195121951219,agent,,FEU,1,,23,0.0,0.0
,1,,,,0,,LOW,NEW,HIGH,22801.4,413.0,413.0,0,,0.0,1.1512195121951219,agent,,TEU,2,,23,0.0,0.0
,1,,,,0,,LOW,NEW,HIGH,22801.4,413.0,413.0,0,,0.0,1.1512195121951219,agent,,FEU,1,,23,0.0,0.0
,1,,,,0,,LOW,NEW,HIGH,22801.4,413.0,413.0,0,,0.0,1.1512195121951219,agent,,REEF,1,,23,0.0,0.0
,2,,,,0,,LOW,RECURRING,HIGH,5985.27,413.0,413.0,0,,0.0,1.1512195121951219,agent,,FEU,1,,23,0.0,0.0
,3,,,,0,,LOW,NEW,HIGH,9335.6,413.0,413.0,0,,0.0,1.1512195121951219,agent,,TEU,1,,23,0.0,0.0
,3,,,,0,,LOW,NEW,HIGH,9335.6,413.0,413.0,0,,0.0,1.1512195121951219,agent,,FEU,1,,23,0.0,0.0
,4,,,,0,,LOW,RECURRING,HIGH,5286.59,413.0,413.0,0,,0.0,1.1512195121951219,agent,,HC,1,,23,0.0,0.0
,0,,,,0,,HIGH,NEW,HIGH,23769.75,413.0,413.0,0,,0.0,1.1552447552447553,agent,,TEU,1,,24,0.0,0.0
,0,,,,0,,HIGH,NEW,HIGH,23769.75,413.0,413.0,0,,0.0,1.1552447552447553,agent,,FEU,1,,24,0.0,0.0
,0,,,,0,,HIGH,NEW,HIGH,23769.75,413.0,413.0,0,,0.0,1.1552447552447553,agent,,HC,1,,24,0.0,0.0
,0,,,,0,,HIGH,NEW,HIGH,23769.75,413.0,413.0,0,,0.0,1.1552447552447553,agent,,REEF,1,,24,0.0,0.0
,1,6,3,0.6666666666666666,1,2,HIGH,NEW,HIGH,11604.28,409.0,413.0,1,,5400.0,1.1552447552447553,agent,2,FEU,1,,24,11160.0,11160.0
,1,6,3,0.6666666666666666,1,2,HIGH,NEW,HIGH,11604.28,409.0,413.0,1,,5760.0,1.1552447552447553,agent,2,HC,1,,24,11160.0,11160.0
,2,2,1,0.6666666666666666,1,2,LOW,RECURRING,HIGH,3155.7,408.0,409.0,1,,3000.0,1.1552447552447553,agent,2,TEU,1,,24,3000.0,3000.0
,3,,,,0,,LOW,NEW,HIGH,10747.67,408.0,408.0,0,,0.0,1.1552447552447553,agent,,FEU,2,,24,0.0,0.0
,4,,,,0,,LOW,NEW,HIGH,11750.77,408.0,408.0,0,,0.0,1.1552447552447553,agent,,TEU,2,,24,0.0,0.0
,4,,,,0,,LOW,NEW,HIGH,11750.77,408.0,408.0,0,,0.0,1.1552447552447553,agent,,HC,1,,24,0.0,0.0
,0,,,,0,,LOW,RECURRING,HIGH,10618.95,408.0,408.0,0,,0.0,1.1452631578947368,agent,,REEF,1,,25,0.0,0.0
,1,,,,0,,LOW,NEW,HIGH,9315.29,408.0,408.0,0,,0.0,1.1452631578947368,agent,,FEU,1,,25,0.0,0.0
,1,,,,0,,LOW,NEW,HIGH,9315.29,408.0,408.0,0,,0.0,1.1452631578947368,agent,,HC,1,,25,0.0,0.0
,2,3,2,0.6,0,2,LOW,NEW,HIGH,2724.65,408.0,408.0,1,,3000.0,1.1452631578947368,agent,2,TEU,1,,25,3000.0,0.0
,3,,,,0,,HIGH,RECURRING,HIGH,14858.22,408.0,408.0,0,,0.0,1.1452631578947368,agent,,TEU,3,,25,0.0,0.0
,3,,,,0,,HIGH,RECURRING,HIGH,14858.22,408.0,408.0,0,,0.0,1.1452631578947368,agent,,FEU,1,,25,0.0,0.0
,0,,,,0,,HIGH,NEW,HIGH,7178.45,408.0,408.0,0,,0.0,1.1484869809992964,agent,,TEU,2,,26,0.0,0.0
,1,2,1,0.6666666666666666,0,2,LOW,RECURRING,HIGH,2865.4,408.0,408.0,1,,3000.0,1.1484869809992964,agent,2,TEU,1,,26,3000.0,0.0
,2,,,,0,,LOW,RECURRING,HIGH,13265.68,408.0,408.0,0,,0.0,1.1484869809992964,agent,,TEU,2,,26,0.0,0.0
,2,,,,0,,LOW,RECURRING,HIGH,13265.68,408.0,408.0,0,,0.0,1.1484869809992964,agent,,HC,1,,26,0.0,0.0
,3,,,,0,,LOW,NEW,HIGH,9364.31,408.0,408.0,0,,0.0,1.1484869809992964,agent,,TEU,1,,26,0.0,0.0
,3,,,,0,,LOW,NEW,HIGH,9364.31,408.0,408.0,0,,0.0,1.1484869809992964,agent,,FEU,1,,26,0.0,0.0
,0,,,,0,,LOW,NEW,HIGH,16119.91,408.0,408.0,0,,0.0,1.1517290049400142,agent,,TEU,1,,27,0.0,0.0
,0,,,,0,,LOW,NEW,HIGH,16119.91,408.0,408.0,0,,0.0,1.1517290049400142,agent,,FEU,1,,27,0.0,0.0
,0,,,,0,,LOW,NEW,HIGH,16119.91,408.0,408.0,0,,0.0,1.1517290049400142,agent,,REEF,1,,27,0.0,0.0
,1,,,,0,,HIGH,NEW,HIGH,14068.33,408.0,408.0,0,,0.0,1.1517290049400142,agent,,TEU,1,,27,0.0,0.0
,1,,,,0,,HIGH,NEW,HIGH,14068.33,408.0,408.0,0,,0.0,1.1517290049400142,agent,,REEF,1,,27,0.0,0.0
,2,,,,0,,LOW,NEW,HIGH,17341.18,408.0,408.0,0,,0.0,1.1517290049400142,agent,,TEU,1,,27,0.0,0.0
,2,,,,0,,LOW,NEW,HIGH,17341.18,408.0,408.0,0,,0.0,1.1517290049400142,agent,,HC,2,,27,0.0,0.0
,3,,,,0,,LOW,NEW,HIGH,3359.19,408.0,408.0,0,,0.0,1.1517290049400142,agent,,TEU,1,,27,0.0,0.0
,0,3,1,0.75,1,2,LOW,RECURRING,HIGH,25650.59,399.0,408.0,1,,3000.0,1.1549893842887473,agent,2,TEU,1,,28,25320.0,25320.0
,0,3,1,0.75,1,2,LOW,RECURRING,HIGH,25650.59,399.0,408.0,1,,5400.0,1.1549893842887473,agent,2,FEU,2,,28,25320.0,25320.0
,0,3,1,0.75,1,2,LOW,RECURRING,HIGH,25650.59,399.0,408.0,1,,5760.0,1.1549893842887473,agent,2,HC,2,,28,25320.0,25320.0
,1,3,3,0.5,0,2,LOW,NEW,HIGH,8199.38,399.0,399.0,1,,3000.0,1.1549893842887473,agent,2,TEU,1,,28,8760.0,0.0
,1,3,3,0.5,0,2,LOW,NEW,HIGH,8199.38,399.0,399.0,1,,5760.0,1.1549893842887473,agent,2,HC,1,,28,8760.0,0.0
,2,3,1,0.75,1,2,LOW,RECURRING,HIGH,15411.81,394.0,399.0,1,,3000.0,1.1549893842887473,agent,2,TEU,1,,28,13800.0,13800.0
,2,3,1,0.75,1,2,LOW,RECURRING,HIGH,15411.81,394.0,399.0,1,,5400.0,1.1549893842887473,agent,2,FEU,2,,28,13800.0,13800.0
,0,3,1,0.75,0,2,LOW,RECURRING,HIGH,9524.68,394.0,394.0,1,,3000.0,1.1177304964539008,agent,2,TEU,2,,29,11400.0,0.0
,0,3,1,0.75,0,2,LOW,RECURRING,HIGH,9524.68,394.0,394.0,1,,5400.0,1.1177304964539008,agent,2,FEU,1,,29,11400.0,0.0
,1,3,4,0.42857142857142855,1,2,LOW,NEW,HIGH,24989.39,388.0,394.0,1,,5760.0,1.1177304964539008,agent,2,HC,1,,29,24960.0,24960.0
,1,3,4,0.42857142857142855,1,2,LOW,NEW,HIGH,24989.39,388.0,394.0,1,,9600.0,1.1177304964539008,agent,2,REEF,2,,29,24960.0,24960.0
,2,,,,0,,HIGH,RECURRING,HIGH,12891.04,388.0,388.0,0,,0.0,1.1177304964539008,agent,,FEU,1,,29,0.0,0.0
,2,,,,0,,HIGH,RECURRING,HIGH,12891.04,388.0,388.0,0,,0.0,1.1177304964539008,agent,,HC,1,,29,0.0,0.0
,3,,,,0,,HIGH,NEW,HIGH,15889.27,388.0,388.0,0,,0.0,1.1177304964539008,agent,,TEU,2,,29,0.0,0.0
,3,,,,0,,HIGH,NEW,HIGH,15889.27,388.0,388.0,0,,0.0,1.1177304964539008,agent,,REEF,1,,29,0.0,0.0
,0,7,3,0.7,1,2,HIGH,NEW,HIGH,17264.58,382.0,388.0,1,,5400.0,1.1038406827880511,agent,2,FEU,2,,30,16560.0,16560.0
,0,7,3,0.7,1,2,HIGH,NEW,HIGH,17264.58,382.0,388.0,1,,5760.0,1.1038406827880511,agent,2,HC,1,,30,16560.0,16560.0
,1,,,,0,,LOW,RECURRING,HIGH,9309.0,382.0,382.0,0,,0.0,1.1038406827880511,agent,,TEU,1,,30,0.0,0.0
,1,,,,0,,LOW,RECURRING,HIGH,9309.0,382.0,382.0,0,,0.0,1.1038406827880511,agent,,FEU,1,,30,0.0,0.0
,0,,,,0,,LOW,NEW,HIGH,7938.14,382.0,382.0,0,,0.0,1.0883190883190883,agent,,TEU,1,,31,0.0,0.0
,0,,,,0,,LOW,NEW,HIGH,7938.14,382.0,382.0,0,,0.0,1.0883190883190883,agent,,HC,1,,31,0.0,0.0
,1,,,,0,,LOW,NEW,HIGH,30299.35,382.0,382.0,0,,0.0,1.0883190883190883,agent,,TEU,2,,31,0.0,0.0
,1,,,,0,,LOW,NEW,HIGH,30299.35,382.0,382.0,0,,0.0,1.0883190883190883,agent,,FEU,2,,31,0.0,0.0
,1,,,,0,,LOW,NEW,HIGH,30299.35,382.0,382.0,0,,0.0,1.0883190883190883,agent,,REEF,1,,31,0.0,0.0
,0,,,,0,,HIGH,NEW,HIGH,21985.76,382.0,382.0,0,,0.0,1.0898716119828815,agent,,TEU,1,,32,0.0,0.0
,0,,,,0,,HIGH,NEW,HIGH,21985.76,382.0,382.0,0,,0.0,1.0898716119828815,agent,,FEU,1,,32,0.0,0.0
,0,,,,0,,HIGH,NEW,HIGH,21985.76,382.0,382.0,0,,0.0,1.0898716119828815,agent,,REEF,1,,32,0.0,0.0
,1,2,2,0.5,0,2,HIGH,RECURRING,HIGH,10435.48,382.0,382.0,1,,5400.0,1.0898716119828815,agent,2,FEU,1,,32,11160.0,0.0
,1,2,2,0.5,0,2,HIGH,RECURRING,HIGH,10435.48,382.0,382.0,1,,5760.0,1.0898716119828815,agent,2,HC,1,,32,11160.0,0.0
,2,,,,0,,LOW,RECURRING,HIGH,13757.67,382.0,382.0,0,,0.0,1.0898716119828815,agent,,TEU,2,,32,0.0,0.0
,2,,,,0,,LOW,RECURRING,HIGH,13757.67,382.0,382.0,0,,0.0,1.0898716119828815,agent,,FEU,1,,32,0.0,0.0
,0,,,,0,,HIGH,RECURRING,HIGH,10207.72,382.0,382.0,0,,0.0,1.0922087205146533,agent,,TEU,1,,33,0.0,0.0
,0,,,,0,,HIGH,RECURRING,HIGH,10207.72,382.0,382.0,0,,0.0,1.0922087205146533,agent,,FEU,1,,33,0.0,0.0
,1,,,,0,,LOW,NEW,HIGH,26376.17,382.0,382.0,0,,0.0,1.0922087205146533,agent,,TEU,2,,33,0.0,0.0
,1,,,,0,,LOW,NEW,HIGH,26376.17,382.0,382.0,0,,0.0,1.0922087205146533,agent,,FEU,3,,33,0.0,0.0
,2,4,4,0.5,1,2,LOW,NEW,HIGH,12641.42,378.0,382.0,1,,5400.0,1.0922087205146533,agent,2,FEU,1,,33,11160.0,11160.0
,2,4,4,0.5,1,2,LOW,NEW,HIGH,12641.42,378.0,382.0,1,,5760.0,1.0922087205146533,agent,2,HC,1,,33,11160.0,11160.0
,3,,,,0,,LOW,NEW,HIGH,13872.56,378.0,378.0,0,,0.0,1.0922087205146533,agent,,TEU,2,,33,0.0,0.0
,3,,,,0,,LOW,NEW,HIGH,13872.56,378.0,378.0,0,,0.0,1.0922087205146533,agent,,FEU,1,,33,0.0,0.0
,0,,,,0,,LOW,RECURRING,HIGH,8047.27,378.0,378.0,0,,0.0,1.0838709677419356,agent,,TEU,1,,34,0.0,0.0
,0,,,,0,,LOW,RECURRING,HIGH,8047.27,378.0,378.0,0,,0.0,1.0838709677419356,agent,,FEU,1,,34,0.0,0.0
,1,,,,0,,HIGH,NEW,HIGH,3092.77,378.0,378.0,0,,0.0,1.0838709677419356,agent,,TEU,1,,34,0.0,0.0
,2,8,3,0.7272727272727273,1,2,HIGH,NEW,HIGH,10631.19,375.0,378.0,1,,3000.0,1.0838709677419356,agent,2,TEU,3,,34,9000.0,9000.0
,0,,,,0,,HIGH,NEW,HIGH,14324.36,375.0,375.0,0,,0.0,1.0775862068965518,agent,,HC,2,,35,0.0,0.0
,1,,,,0,,LOW,NEW,HIGH,9323.57,375.0,375.0,0,,0.0,1.0775862068965518,agent,,TEU,1,,35,0.0,0.0
,1,,,,0,,LOW,NEW,HIGH,9323.57,375.0,375.0,0,,0.0,1.0775862068965518,agent,,FEU,1,,35,0.0,0.0
,2,5,3,0.625,1,2,LOW,RECURRING,HIGH,6867.78,373.0,375.0,1,,5760.0,1.0775862068965518,agent,2,HC,1,,35,5760.0,5760.0
,3,,,,0,,LOW,NEW,HIGH,10017.69,373.0,373.0,0,,0.0,1.0775862068965518,agent,,REEF,1,,35,0.0,0.0
,0,5,4,0.5555555555555556,0,2,LOW,NEW,HIGH,19958.03,373.0,373.0,1,,3000.0,1.07492795389049,agent,2,TEU,3,,36,20520.0,0.0
,0,5,4,0.5555555555555556,0,2,LOW,NEW,HIGH,19958.03,373.0,373.0,1,,5760.0,1.07492795389049,agent,2,HC,2,,36,20520.0,0.0
,1,,,,0,,HIGH,RECURRING,HIGH,13691.76,373.0,373.0,0,,0.0,1.07492795389049,agent,,TEU,1,,36,0.0,0.0
,1,,,,0,,HIGH,RECURRING,HIGH,13691.76,373.0,373.0,0,,0.0,1.07492795389049,agent,,REEF,1,,36,0.0,0.0
,2,,,,0,,LOW,RECURRING,HIGH,11217.07,373.0,373.0,0,,0.0,1.07492795389049,agent,,FEU,2,,36,0.0,0.0
,3,,,,0,,HIGH,NEW,HIGH,22809.28,373.0,373.0,0,,0.0,1.07492795389049,agent,,HC,1,,36,0.0,0.0
,3,,,,0,,HIGH,NEW,HIGH,22809.28,373.0,373.0,0,,0.0,1.07492795389049,agent,,REEF,2,,36,0.0,0.0
,0,,,,0,,HIGH,NEW,HIGH,6548.77,373.0,373.0,0,,0.0,1.0780346820809248,agent,,FEU,1,,37,0.0,0.0
,1,,,,0,,LOW,RECURRING,HIGH,3069.46,373.0,373.0,0,,0.0,1.0780346820809248,agent,,TEU,1,,37,0.0,0.0
,2,,,,0,,LOW,RECURRING,HIGH,2999.26,373.0,373.0,0,,0.0,1.0780346820809248,agent,,TEU,1,,37,0.0,0.0
,0,,,,0,,LOW,NEW,HIGH,12304.18,373.0,373.0,0,,0.0,1.0803765387400435,agent,,TEU,2,,38,0.0,0.0
,0,,,,0,,LOW,NEW,HIGH,12304.18,373.0,373.0,0,,0.0,1.0803765387400435,agent,,FEU,1,,38,0.0,0.0
,0,,,,0,,LOW,RECURRING,HIGH,12630.15,373.0,373.0,0,,0.0,1.0811594202898551,agent,,TEU,3,,39,0.0,0.0
,0,,,,0,,LOW,RECURRING,HIGH,12630.15,373.0,373.0,0,,0.0,1.0811594202898551,agent,,FEU,1,,39,0.0,0.0
,1,,,,0,,LOW,NEW,HIGH,3050.01,373.0,373.0,0,,0.0,1.0811594202898551,agent,,TEU,1,,39,0.0,0.0
,2,,,,0,,LOW,NEW,HIGH,17487.78,373.0,373.0,0,,0.0,1.0811594202898551,agent,,FEU,3,,39,0.0,0.0
,0,,,,0,,LOW,NEW,HIGH,6387.42,373.0,373.0,0,,0.0,1.083514887436456,agent,,FEU,1,,40,0.0,0.0
,1,,,,0,,HIGH,NEW,HIGH,6439.61,373.0,373.0,0,,0.0,1.083514887436456,agent,,TEU,2,,40,0.0,0.0
,2,,,,0,,HIGH,NEW,HIGH,17981.38,373.0,373.0,0,,0.0,1.083514887436456,agent,,FEU,1,,40,0.0,0.0
,2,,,,0,,HIGH,NEW,HIGH,17981.38,373.0,373.0,0,,0.0,1.083514887436456,agent,,HC,1,,40,0.0,0.0
,2,,,,0,,HIGH,NEW,HIGH,17981.38,373.0,373.0,0,,0.0,1.083514887436456,agent,,REEF,1,,40,0.0,0.0
,0,2,3,0.4,0,2,HIGH,RECURRING,HIGH,12047.22,373.0,373.0,1,,3000.0,1.0858806404657932,agent,2,TEU,3,,41,14400.0,0.0
,0,2,3,0.4,0,2,HIGH,RECURRING,HIGH,12047.22,373.0,373.0,1,,5400.0,1.0858806404657932,agent,2,FEU,1,,41,14400.0,0.0
,1,,,,0,,LOW,RECURRING,HIGH,8196.21,373.0,373.0,0,,0.0,1.0858806404657932,agent,,REEF,1,,41,0.0,0.0
,0,,,,0,,HIGH,RECURRING,HIGH,21336.31,373.0,373.0,0,,0.0,1.087463556851312,agent,,TEU,1,,42,0.0,0.0
,0,,,,0,,HIGH,RECURRING,HIGH,21336.31,373.0,373.0,0,,0.0,1.087463556851312,agent,,FEU,1,,42,0.0,0.0
,0,,,,0,,HIGH,RECURRING,HIGH,21336.31,373.0,373.0,0,,0.0,1.087463556851312,agent,,REEF,1,,42,0.0,0.0
,1,,,,0,,HIGH,RECURRING,HIGH,5935.85,373.0,373.0,0,,0.0,1.087463556851312,agent,,FEU,1,,42,0.0,0.0
,2,,,,0,,LOW,NEW,HIGH,14141.0,373.0,373.0,0,,0.0,1.087463556851312,agent,,FEU,1,,42,0.0,0.0
,2,,,,0,,LOW,NEW,HIGH,14141.0,373.0,373.0,0,,0.0,1.087463556851312,agent,,REEF,1,,42,0.0,0.0
,3,,,,0,,LOW,NEW,HIGH,21215.23,373.0,373.0,0,,0.0,1.087463556851312,agent,,REEF,2,,42,0.0,0.0
,4,9,3,0.75,0,2,HIGH,NEW,HIGH,7345.0,373.0,373.0,1,,3000.0,1.087463556851312,agent,2,TEU,1,,42,8760.0,0.0
,4,9,3,0.75,0,2,HIGH,NEW,HIGH,7345.0,373.0,373.0,1,,5760.0,1.087463556851312,agent,2,HC,1,,42,8760.0,0.0
,5,2,3,0.4,0,2,HIGH,RECURRING,HIGH,15293.09,373.0,373.0,1,,3000.0,1.087463556851312,agent,2,TEU,2,,42,17520.0,0.0
,5,2,3,0.4,0,2,HIGH,RECURRING,HIGH,15293.09,373.0,373.0,1,,5760.0,1.087463556851312,agent,2,HC,2,,42,17520.0,0.0
,0,,,,0,,LOW,NEW,HIGH,4831.52,373.0,373.0,0,,0.0,1.0922401171303076,agent,,HC,1,,43,0.0,0.0
,1,2,3,0.4,1,2,HIGH,RECURRING,HIGH,6370.65,371.0,373.0,1,,5400.0,1.0922401171303076,agent,2,FEU,1,,43,5400.0,5400.0
,0,,,,0,,HIGH,RECURRING,HIGH,22823.19,371.0,371.0,0,,0.0,1.0879765395894427,agent,,TEU,1,,44,0.0,0.0
,0,,,,0,,HIGH,RECURRING,HIGH,22823.19,371.0,371.0,0,,0.0,1.0879765395894427,agent,,HC,3,,44,0.0,0.0
,0,,,,0,,LOW,RECURRING,HIGH,13164.62,371.0,371.0,0,,0.0,1.0887747615553924,agent,,FEU,2,,45,0.0,0.0
,1,,,,0,,LOW,RECURRING,HIGH,14694.03,371.0,371.0,0,,0.0,1.0887747615553924,agent,,TEU,1,,45,0.0,0.0
,1,,,,0,,LOW,RECURRING,HIGH,14694.03,371.0,371.0,0,,0.0,1.0887747615553924,agent,,REEF,1,,45,0.0,0.0
,2,,,,0,,HIGH,RECURRING,HIGH,13960.97,371.0,371.0,0,,0.0,1.0887747615553924,agent,,TEU,2,,45,0.0,0.0
,2,,,,0,,HIGH,RECURRING,HIGH,13960.97,371.0,371.0,0,,0.0,1.0887747615553924,agent,,HC,1,,45,0.0,0.0
,0,5,5,0.5,1,2,LOW,NEW,HIGH,8953.57,368.0,371.0,1,,3000.0,1.0911764705882352,agent,2,TEU,1,,46,8760.0,8760.0
,0,5,5,0.5,1,2,LOW,NEW,HIGH,8953.57,368.0,371.0,1,,5760.0,1.0911764705882352,agent,2,HC,1,,46,8760.0,8760.0
,1,,,,0,,HIGH,NEW,HIGH,17929.17,368.0,368.0,0,,0.0,1.0911764705882352,agent,,TEU,2,,46,0.0,0.0
,1,,,,0,,HIGH,NEW,HIGH,17929.17,368.0,368.0,0,,0.0,1.0911764705882352,agent,,FEU,1,,46,0.0,0.0
,1,,,,0,,HIGH,NEW,HIGH,17929.17,368.0,368.0,0,,0.0,1.0911764705882352,agent,,REEF,1,,46,0.0,0.0
,0,,,,0,,HIGH,NEW,HIGH,22818.65,368.0,368.0,0,,0.0,1.0839469808541973,agent,,TEU,1,,47,0.0,0.0
,0,,,,0,,HIGH,NEW,HIGH,22818.65,368.0,368.0,0,,0.0,1.0839469808541973,agent,,FEU,2,,47,0.0,0.0
,0,,,,0,,HIGH,NEW,HIGH,22818.65,368.0,368.0,0,,0.0,1.0839469808541973,agent,,HC,1,,47,0.0,0.0
,1,5,5,0.5,0,2,LOW,NEW,HIGH,10170.48,368.0,368.0,1,,3000.0,1.0839469808541973,agent,2,TEU,2,,47,11760.0,0.0
,1,5,5,0.5,0,2,LOW,NEW,HIGH,10170.48,368.0,368.0,1,,5760.0,1.0839469808541973,agent,2,HC,1,,47,11760.0,0.0
,2,,,,0,,HIGH,NEW,HIGH,22630.43,368.0,368.0,0,,0.0,1.0839469808541973,agent,,TEU,2,,47,0.0,0.0
,2,,,,0,,HIGH,NEW,HIGH,22630.43,368.0,368.0,0,,0.0,1.0839469808541973,agent,,FEU,1,,47,0.0,0.0
,2,,,,0,,HIGH,NEW,HIGH,22630.43,368.0,368.0,0,,0.0,1.0839469808541973,agent,,REEF,1,,47,0.0,0.0
,0,,,,0,,HIGH,RECURRING,HIGH,5945.85,368.0,368.0,0,,0.0,1.0863468634686346,agent,,TEU,2,,48,0.0,0.0
,1,,,,0,,LOW,NEW,HIGH,13654.54,368.0,368.0,0,,0.0,1.0863468634686346,agent,,TEU,1,,48,0.0,0.0
,1,,,,0,,LOW,NEW,HIGH,13654.54,368.0,368.0,0,,0.0,1.0863468634686346,agent,,HC,2,,48,0.0,0.0
,0,,,,0,,HIGH,NEW,HIGH,9913.95,368.0,368.0,0,,0.0,1.0879526977087952,agent,,TEU,1,,49,0.0,0.0
,0,,,,0,,HIGH,NEW,HIGH,9913.95,368.0,368.0,0,,0.0,1.0879526977087952,agent,,HC,1,,49,0.0,0.0
,0,,,,0,,HIGH,NEW,HIGH,9888.2,368.0,368.0,0,,0.0,1.0887573964497042,agent,,TEU,1,,50,0.0,0.0
,0,,,,0,,HIGH,NEW,HIGH,9888.2,368.0,368.0,0,,0.0,1.0887573964497042,agent,,FEU,1,,50,0.0,0.0
,1,6,6,0.5,0,2,LOW,NEW,HIGH,2935.28,368.0,368.0,1,,3000.0,1.0887573964497042,agent,2,TEU,1,,50,3000.0,0.0
,2,,,,0,,HIGH,NEW,HIGH,16507.73,368.0,368.0,0,,0.0,1.0887573964497042,agent,,FEU,1,,50,0.0,0.0
,2,,,,0,,HIGH,NEW,HIGH,16507.73,368.0,368.0,0,,0.0,1.0887573964497042,agent,,REEF,1,,50,0.0,0.0
,0,6,7,0.46153846153846156,0,2,LOW,NEW,HIGH,19891.66,368.0,368.0,1,,3000.0,1.0911786508524832,agent,2,TEU,2,,51,22200.0,0.0
,0,6,7,0.46153846153846156,0,2,LOW,NEW,HIGH,19891.66,368.0,368.0,1,,5400.0,1.0911786508524832,agent,2,FEU,3,,51,22200.0,0.0
,1,,,,0,,LOW,RECURRING,HIGH,18663.19,368.0,368.0,0,,0.0,1.0911786508524832,agent,,FEU,1,,51,0.0,0.0
,1,,,,0,,LOW,RECURRING,HIGH,18663.19,368.0,368.0,0,,0.0,1.0911786508524832,agent,,REEF,1,,51,0.0,0.0
,2,,,,0,,LOW,NEW,HIGH,10044.59,368.0,368.0,0,,0.0,1.0911786508524832,agent,,REEF,1,,51,0.0,0.0
,3,6,7,0.46153846153846156,1,2,LOW,NEW,HIGH,6686.77,366.0,368.0,1,,3000.0,1.0911786508524832,agent,2,TEU,2,,51,6000.0,6000.0
,4,,,,0,,HIGH,NEW,HIGH,19001.97,366.0,366.0,0,,0.0,1.0911786508524832,agent,,TEU,3,,51,0.0,0.0
,4,,,,0,,HIGH,NEW,HIGH,19001.97,366.0,366.0,0,,0.0,1.0911786508524832,agent,,FEU,1,,51,0.0,0.0
,4,,,,0,,HIGH,NEW,HIGH,19001.97,366.0,366.0,0,,0.0,1.0911786508524832,agent,,HC,1,,51,0.0,0.0
,0,,,,0,,LOW,NEW,HIGH,14521.85,366.0,366.0,0,,0.0,1.0892857142857142,agent,,TEU,1,,52,0.0,0.0
,0,,,,0,,LOW,NEW,HIGH,14521.85,366.0,366.0,0,,0.0,1.0892857142857142,agent,,REEF,1,,52,0.0,0.0
,1,6,7,0.46153846153846156,0,2,LOW,NEW,HIGH,12669.14,366.0,366.0,1,,5400.0,1.0892857142857142,agent,2,FEU,1,,52,15000.0,0.0
,1,6,7,0.46153846153846156,0,2,LOW,NEW,HIGH,12669.14,366.0,366.0,1,,9600.0,1.0892857142857142,agent,2,REEF,1,,52,15000.0,0.0
,2,,,,0,,LOW,RECURRING,HIGH,6605.81,366.0,366.0,0,,0.0,1.0892857142857142,agent,,FEU,1,,52,0.0,0.0
,0,,,,0,,HIGH,NEW,HIGH,33749.86,366.0,366.0,0,,0.0,1.0917225950782998,agent,,TEU,2,,53,0.0,0.0
,0,,,,0,,HIGH,NEW,HIGH,33749.86,366.0,366.0,0,,0.0,1.0917225950782998,agent,,FEU,1,,53,0.0,0.0
,0,,,,0,,HIGH,NEW,HIGH,33749.86,366.0,366.0,0,,0.0,1.0917225950782998,agent,,HC,3,,53,0.0,0.0
,0,,,,0,,HIGH,NEW,HIGH,7372.54,366.0,366.0,0,,0.0,1.0925373134328358,agent,,TEU,2,,54,0.0,0.0
,1,9,4,0.6923076923076923,1,2,HIGH,NEW,HIGH,11526.6,362.0,366.0,1,,5400.0,1.0925373134328358,agent,2,FEU,1,,54,11160.0,11160.0
,1,9,4,0.6923076923076923,1,2,HIGH,NEW,HIGH,11526.6,362.0,366.0,1,,5760.0,1.0925373134328358,agent,2,HC,1,,54,11160.0,11160.0
,2,7,9,0.4375,0,2,LOW,NEW,HIGH,5525.58,362.0,362.0,1,,3000.0,1.0925373134328358,agent,2,TEU,2,,54,6000.0,0.0
,3,,,,0,,LOW,NEW,HIGH,14532.56,362.0,362.0,0,,0.0,1.0925373134328358,agent,,FEU,3,,54,0.0,0.0
,4,6,3,0.6666666666666666,0,2,LOW,RECURRING,HIGH,5730.98,362.0,362.0,1,,3000.0,1.0925373134328358,agent,2,TEU,2,,54,6000.0,0.0
,5,,,,0,,LOW,NEW,HIGH,27784.15,362.0,362.0,0,,0.0,1.0925373134328358,agent,,TEU,1,,54,0.0,0.0
,5,,,,0,,LOW,NEW,HIGH,27784.15,362.0,362.0,0,,0.0,1.0925373134328358,agent,,FEU,1,,54,0.0,0.0
,5,,,,0,,LOW,NEW,HIGH,27784.15,362.0,362.0,0,,0.0,1.0925373134328358,agent,,REEF,2,,54,0.0,0.0
